species,metabolite,partial_spearman_discovery,partial_spearman_validation,q_bh_family,q_bh_locked,motu_r,motu_p,motu_q,crc_r,crc_p,crc_q,healthy_r,healthy_p,healthy_q,presence_r,presence_p,presence_q,motu_exact,motu_concordant,crc_concordant,presence_concordant,strict_robust
Parvimonas unclassified,C00191_Glucuronate,0.1845283932210782,0.3214394033175701,0.0543497636949588,0.0017158330263092,0.22274699052667682,2.9024910905339322e-05,3.980559209875107e-05,0.1560093718896049,0.05743975208825751,0.0755372082256537,0.5223750723572262,2.9956442372272365e-10,7.1895461693453676e-09,0.28153487422259316,1.0039177627290303e-07,5.07242659063089e-07,False,True,True,True,True
Parvimonas unclassified,C01425_Glu-Glu,0.2422526507401242,0.2851630816874721,0.0101048146882191,0.0049039697220093,0.21051328076113113,7.949767572574835e-05,0.00010175702492895789,0.2099007356106827,0.010191152963500686,0.019460670022932,0.36511115656015397,2.436935406671051e-05,0.00011697289952021044,0.22470891746587127,2.4563110292023966e-05,4.812364465376124e-05,False,True,True,True,True
Parvimonas unclassified,C00037_Gly,0.1702305021004544,0.2065697583486857,0.0775621803623455,0.0438422691986323,0.18978716921348746,0.0003855448076196927,0.0004459313437528975,0.14669069639673923,0.07423245531842568,0.09501754280758487,0.43072698394884346,4.308629012302611e-07,2.757522567873671e-06,0.30206953845128126,9.869496493757327e-09,9.474716634007034e-08,False,True,True,True,True
Parvimonas unclassified,C01921_Glycocholate,0.2069209321718301,0.2475152582166068,0.0292476132774478,0.0148397300136213,0.1972950569332781,0.0002216388553262308,0.0002626830877940513,0.20333056380666745,0.012878878453402659,0.02289578391716028,0.4068648868329616,2.0664772284392162e-06,1.2398863370635298e-05,0.15133442642219264,0.004786500977008894,0.006209514780984512,False,True,True,True,True
Parvimonas unclassified,C02037_Gly-Gly,0.2638753057073706,0.1903436933429083,0.0041258325340543,0.0615354835453805,0.18707442826036177,0.0004685418229017637,0.0005291766470419919,0.1190555208117747,0.14813021429372622,0.17775625715247148,0.2911058131451912,0.0008989697353377167,0.0025382674880123765,0.18270131250835414,0.0006379848201510971,0.0009878474634597632,False,True,True,True,False
Parvimonas unclassified,C00407_Ile,0.2220742199904398,0.2953364351571484,0.0194600493526644,0.003535526801719,0.20764437410374892,9.986392701060297e-05,0.0001245056752339985,0.15926350374989323,0.05236898971279161,0.07182032874897135,0.2978218591024703,0.0006723707925007271,0.002017112377502181,0.26722411617098185,4.5423216328348067e-07,1.7442515070085658e-06,False,True,True,True,True
Parvimonas unclassified,C00123_Leu,0.1860492053823609,0.276457624186407,0.0534087851667874,0.0055448725060106,0.2087272258232933,9.165982359003604e-05,0.00011578082979794026,0.166597650691841,0.04228838064859948,0.05970124326861104,0.2930423517469475,0.0008273433583019326,0.002406817042332895,0.2664733988323051,4.904991259585765e-07,1.8110736958470517e-06,False,True,True,True,True
Parvimonas unclassified,C01042_N-Acetylaspartate,-0.1939345623502841,-0.3250646814181243,0.0424804312854263,0.0017158330263092,-0.2587428770201697,1.0672779010520835e-06,1.9331826132264156e-06,-0.2264291892839629,0.005489647452178737,0.013298630939099753,-0.28335689493700145,0.0012460458736389068,0.0034177258248381443,-0.15554023980052778,0.0037266546176564284,0.005038856947817143,False,True,True,True,True
Parvimonas unclassified,C00624_N-Acetylglutamate,-0.3269450781280779,-0.3732017735591673,0.0002034783915677,0.0003344721543621,-0.42112423135138005,2.634451359963487e-16,5.058146611129894e-15,-0.23017677536645983,0.004742472492308549,0.012304793493557316,-0.4338406076872334,3.479988069628198e-07,2.386277533459336e-06,-0.3026472453779083,9.221249580294193e-09,9.474716634007034e-08,False,True,True,True,True
Parvimonas unclassified,C02721_N-Methylalanine,-0.2082634197961911,-0.4484233867377807,0.0276928240764322,6.1498071860493486e-06,-0.2427942037782717,4.913947124043035e-06,7.862315398468856e-06,-0.22492095319738103,0.005818892710905547,0.013300326196355535,-0.45745010493506216,6.416058420103147e-08,5.599469166635473e-07,-0.30226825272659524,9.641694144076211e-09,9.474716634007034e-08,False,True,True,True,True
Parvimonas unclassified,C01046_N-Methylglutamate,-0.2142951223588371,-0.2385079672683948,0.0250538944198444,0.018756928989071,-0.2606800384253863,8.803874506702363e-07,1.6253306781604363e-06,-0.12398945265341316,0.13192411776971394,0.1603128519733233,-0.30491609430801425,0.000490957888615721,0.0016252399071416972,-0.18703839305002182,0.0004697484226207678,0.0007515974761932285,False,True,True,True,False
Parvimonas unclassified,C04137_Octopine,0.3029207587401772,0.2588655875293258,0.0006921246189647,0.0106884532805164,0.15980740207937824,0.0028729616869483804,0.0031380785262459963,0.21267553136723313,0.009213387858173423,0.018426775716346846,0.18362711303164087,0.038779586060531855,0.05414638185195643,0.25879633907168176,1.0616446575570345e-06,3.287673778241139e-06,False,True,True,True,True
Parvimonas unclassified,C01005_O-Phosphoserine,0.172716098453523,0.2337794494191234,0.0722482036363753,0.0205492203255441,0.13793683625588818,0.010205756356092575,0.010766512199833926,0.13209483770198033,0.10829837200393523,0.13502134691399717,0.2803858084170149,0.0014087936233209933,0.003756782995522649,0.18051224008739397,0.0007426671238860702,0.0011316832363978213,False,True,True,True,False
Parvimonas unclassified,C00079_Phe,0.1782840947865764,0.2967182361935128,0.063649156045413,0.0034477417273145,0.2863149327848031,5.947060947389113e-08,1.297540570339443e-07,0.2007359186581309,0.014100324835423068,0.02461147607637481,0.3534485221065659,4.57878162563172e-05,0.00019980138002756597,0.3054138545654291,6.6465113044706064e-09,9.115215503273976e-08,False,True,True,True,True
Parvimonas unclassified,C00408_Pipecolate,-0.1748439345836182,-0.3118269417208089,0.0688344274765139,0.0021867391054211,-0.12193124778364828,0.023310037491418825,0.024061974184690398,-0.17362274806193967,0.03420917720023091,0.050524323249571804,-0.29802569216563585,0.0006663968692932444,0.002017112377502181,-0.26866063276184204,3.9188444935887905e-07,1.5675377974355162e-06,False,True,True,True,True
Parvimonas unclassified,C00042_Succinate,0.2686122149456284,0.33530099186108,0.0036706010120894,0.00142992817017,0.30152906561113785,1.0515746904530038e-08,2.8041991745413436e-08,0.25163634007010055,0.0019633861259417463,0.005890158377825239,0.5301599434142704,1.4547473516370568e-10,4.655191525238582e-09,0.2360386003300922,9.099167205198777e-06,2.031441980695541e-05,False,True,True,True,True
Parvimonas unclassified,C05122_Taurocholate,0.3080001849767089,0.3173360872426221,0.0005609422849623,0.0019812902640371,0.26794969827141796,4.216360319242229e-07,7.936678247985372e-07,0.2071051672401895,0.011267572900211109,0.020790225667081597,0.4974671661773041,2.682955958577182e-09,4.186538019308026e-08,0.275896268349527,1.838594962536034e-07,8.405005543021869e-07,False,True,True,True,True
Parvimonas unclassified,C00183_Val,0.2096555515473337,0.278718154422697,0.0272867218382418,0.0052913572912233,0.23278985953849343,1.2158882026874518e-05,1.7685646584544753e-05,0.15536525034374643,0.05848988977741576,0.07587877592745829,0.3439890793165341,7.50217210344455e-05,0.000300086884137782,0.3003480842262796,1.2073478548435808e-08,1.0536854005907615e-07,False,True,True,True,True
Parvimonas unclassified,"C03283_2,4-Diaminobutyrate",-0.2250592975311087,-0.2062247691169435,0.0175108769777556,0.0438422691986323,-0.3144025064792272,2.240115903488008e-09,6.931234638562319e-09,-0.18765288629158638,0.021922852290327154,0.0345015380306788,-0.32656672350977295,0.00017888897176910912,0.0006605131265320953,-0.1693664317868895,0.0015675950598773528,0.002315217319203475,False,True,True,True,True
Parvimonas unclassified,C02356_2AB,0.1773912052267141,0.194442685715672,0.0651914153273426,0.0582234928684832,0.22193969361935345,3.107501938924344e-05,4.201692762489254e-05,0.00881669949754187,0.9150133098222389,0.9246450288729993,0.3697780634509682,1.8803034502123427e-05,0.00010028285067799162,0.23071537747721302,1.4599679954310332e-05,3.0468897295951998e-05,False,True,True,True,False
Parvimonas unclassified,C03264_2-Hydroxy-4-methylpentanoate,0.2453954274101123,0.2790460339808921,0.0090655946209542,0.0052913572912233,0.2959369335288688,2.011598869092933e-08,4.8278372858230395e-08,0.29393075178003364,0.00027436574280271397,0.0012542433956695496,0.31881929628036304,0.0002589965072806596,0.0008879880249622615,0.23270178220942753,1.2254108522508962e-05,2.6142098181352454e-05,False,True,True,True,True
Parvimonas unclassified,2-Hydroxypentanoate,0.1916878648379572,0.3020698321891336,0.0441203514864517,0.0030809256483661,0.2683143660582278,4.0611406280637303e-07,7.797390005882363e-07,0.2261882714990827,0.005541096224624897,0.013298630939099753,0.34519785427794636,7.049600980662946e-05,0.00029424421484506213,0.16107952060171543,0.002655313005466411,0.0038046275899220215,False,True,True,True,True
Parvimonas unclassified,C01089_3-Hydroxybutyrate,0.1728178396835836,0.3219805557860148,0.0722482036363753,0.0017158330263092,0.25653921299703714,1.3260852385376969e-06,2.3146215072657985e-06,-0.016554932465986185,0.8411751388452193,0.8683098207434521,0.519899755546559,3.754768965315016e-10,7.2091564134048296e-09,0.2800657674369315,1.1768796861883226e-07,5.649022493703949e-07,False,True,False,True,False
Parvimonas unclassified,C05584_4-Hydroxy-3-methoxymandelate,0.1772730376156522,0.1925966406673864,0.0651914153273426,0.0593444764835273,0.15978704934185334,0.002876571982392163,0.0031380785262459963,0.10770764396110104,0.1910518315519777,0.22643180035789948,0.3014816274311551,0.0005722527178344674,0.0018312086970702958,0.2030606682043056,0.00014285351014412114,0.0002539617958117709,False,True,True,True,False
Parvimonas unclassified,C00431_5-Aminovalerate,0.2036293437620447,0.2445181216059289,0.0326146412773361,0.0161143209235156,0.2981665828250363,1.555763212779641e-08,3.8295709853037316e-08,0.1314634103349956,0.11001074407287016,0.13539783885891712,0.35641168875215723,3.909890320404623e-05,0.00017873784321849705,0.28318383275370856,8.389490134587223e-08,4.4743947384465187e-07,False,True,True,True,False
Parvimonas unclassified,C03592_5-Methyl-2'-deoxycytidine,-0.1843047992033984,-0.2415607530057835,0.0545087252359886,0.0176513532753078,-0.2166788341143451,4.8185092447382066e-05,6.424678992984275e-05,-0.18279589134887378,0.025657827825459553,0.039728249536195435,-0.3282538627662042,0.0001648210362749918,0.0006329127792959685,-0.1509223965882541,0.004903716914281944,0.006276757650280889,False,True,True,True,True
