family,feature,prevalence_discovery,n_case_discovery,n_control_discovery,p_discovery,rank_biserial_discovery,log2_median_ratio_discovery,n_case_validation,n_control_validation,p_validation,rank_biserial_validation,log2_median_ratio_validation,n_case_all_descriptive,n_control_all_descriptive,p_all_descriptive,rank_biserial_all_descriptive,log2_median_ratio_all_descriptive,q_discovery_family,discovery_candidate,q_validation_candidates,q_all_descriptive,heldout_reproduced,rank_biserial_discovery_ci_low,rank_biserial_discovery_ci_high,rank_biserial_validation_ci_low,rank_biserial_validation_ci_high
microbial_species,Megasphaera micronuciformis,0.32727272727272727,89,76,0.330018609942514,0.0736250739207569,0.0,61,51,0.7526687988970983,-0.027965284474445462,0.0,150,127,0.5786192525101667,0.03181102362204724,0.0,0.7213449184828639,False,,0.8016596883979145,False,,,,
microbial_species,Desulfovibrio desulfuricans,0.16363636363636364,89,76,0.3286104636474724,0.057066824364281565,0.0,61,51,0.7875595653602487,0.017357762777242103,0.0,150,127,0.3272678389347673,0.042257217847768924,0.0,0.7213449184828639,False,,0.6575381351074682,False,,,,
microbial_species,Streptococcus infantis,0.5515151515151515,89,76,0.3637450884740292,0.07850384387936127,2.4078528313803664,61,51,0.25371537477753825,-0.12054001928640312,-1.6867187781059771,150,127,0.9974853034560958,0.0002624671916009458,-0.8108793843111367,0.7332236493259882,False,,0.9992462660930604,False,,,,
microbial_species,Paraprevotella xylaniphila,0.2545454545454545,89,76,0.355087068637151,0.06416321703134242,0.0,61,51,0.5253968136192344,0.0504660880745742,0.0,150,127,0.2850651564450687,0.055748031496063,0.0,0.7332236493259882,False,,0.6052486770131769,False,,,,
microbial_species,Bacteroides dorei,0.8363636363636363,89,76,0.3649866451471705,0.08190419869899457,0.8124826107513805,61,51,0.742923556250949,0.03632272581163609,0.007606425113655121,150,127,0.3677352331717202,0.06272965879265091,0.3462329340668183,0.7332236493259882,False,,0.6816812591386486,False,,,,
microbial_species,Stomatobaculum longum,0.12121212121212122,89,76,0.36372131320069856,0.046717918391484314,0.0,61,51,0.8106691049387423,-0.01060752169720347,0.0,150,127,0.49285380265140244,0.02425196850393707,0.0,0.7332236493259882,False,,0.7443791915907388,False,,,,
microbial_species,Eubacterium hallii,0.793939393939394,89,76,0.36828585125962876,-0.08116499112950915,-0.6761282255946871,61,51,0.9298196995338226,0.009964641594342627,0.13791081947521097,150,127,0.4819340787216936,-0.04887139107611549,-0.40829678098771444,0.7332236493259882,False,,0.7386828759207238,False,,,,
microbial_species,Streptococcus sanguinis,0.593939393939394,89,76,0.38441601471688003,0.07613837965700765,0.4924487623540037,61,51,0.5940488550607441,-0.05496624879459977,-9.60917873814198,150,127,0.7487586476714938,0.021364829396325558,0.3489972700015815,0.758442407414385,False,,0.888538986981246,False,,,,
microbial_species,Anaerotruncus unclassified,0.23636363636363636,89,76,0.3932513012608915,0.05765819041986986,0.0,61,51,0.9464789843360615,0.005785920925747368,0.0,150,127,0.4857092882766403,0.036167979002624584,0.0,0.7689467408583504,False,,0.7386828759207238,False,,,,
microbial_species,Bifidobacterium pseudocatenulatum,0.48484848484848486,89,76,0.4033599594920776,-0.07037256061502073,-11.824163209744158,61,51,0.22620394809885436,-0.1266473802635808,-13.887125397500434,150,127,0.15050220581482454,-0.0940682414698163,-11.876900591040307,0.7763924549417688,False,,0.43368398780850753,False,,,,
