genus,PRJNA784025_discovery_estimate,PRJNA784025_discovery_se,PRJNA784025_discovery_p,PRJNA784025_discovery_hcc_n,PRJNA784025_discovery_cirrhosis_n,PRJNA784025_validation_estimate,PRJNA784025_validation_se,PRJNA784025_validation_p,PRJNA784025_validation_hcc_n,PRJNA784025_validation_cirrhosis_n,PRJEB54571_external_estimate,PRJEB54571_external_se,PRJEB54571_external_p,PRJEB54571_external_hcc_n,PRJEB54571_external_cirrhosis_n,age_adjusted_estimate,age_adjusted_se_hc3,age_adjusted_p_hc3,age_adjusted_n,random_estimate,random_se,random_ci_low,random_ci_high,random_p,hksj_se_modified,hksj_ci_low_modified,hksj_ci_high_modified,hksj_p_modified,hksj_df,hksj_scale,tau2_dl,q,q_p,i2_percent,three_cohort_direction_concordant,selected_in_discovery_q_lt_0_10,locked_validation_pass,external_age_adjusted_pass
Parasutterella,1.096283958306015,0.2592591466037249,0.00014228332786106706,30,59,0.4098372143014153,0.4549986181943156,0.3722915941925362,25,40,0.8434574076557763,0.7632606822181459,0.29063056643439733,95,10,0.9205842382810164,0.7491712894519117,0.2191455211474792,104,0.9212609638866694,0.21604537185362865,0.4978120350535573,1.3447098927197816,2.0061848595315683e-05,0.21604537185362865,-0.008307245057563861,1.8508291728309028,0.050837879166969864,2,0.8647691185760551,0.0,1.7295382371521102,0.4211487768325456,0.0,True,True,False,False
Prevotella,0.6784906130074804,0.38892732758455845,0.08753272060726583,30,59,1.003238128847692,0.5174230065818338,0.05904778911000869,25,40,0.17523064078933848,0.6117034252329149,0.7794072854265985,95,10,0.44257715709757156,0.5943330781006423,0.45647618004964174,104,0.6683526776462743,0.2771519526440297,0.1251348504639761,1.2115705048285723,0.015886934923306444,0.2771519526440297,-0.5241359279381759,1.8608412832307244,0.13739163150986455,2,0.5347206381497175,0.0,1.069441276299435,0.5858329266571777,0.0,True,True,False,False
Roseburia,1.2441490339715071,0.23146831514007205,6.347926876530734e-07,30,59,0.11321878199386726,0.2380546666378722,0.636018188910854,25,40,1.0551533680694933,1.117602079766053,0.3667245240191196,95,10,1.0794363464590964,1.1976934126179726,0.36744868410436426,104,0.7317247693668908,0.4903616283051536,-0.22938402211121023,1.6928335608449918,0.1356429023429953,0.4903616283051536,-1.3781310291985234,2.841580567932305,0.2741776402766879,2,0.6082144411233432,0.502324343177559,11.703053348530336,0.0028755058445899422,82.91044276704798,True,True,False,False
Ruminococcus,-0.5412375064394199,0.25816383593152137,0.03895823765315918,30,59,-0.5203174759597569,0.2338999186596607,0.03088516835981056,25,40,0.15733528070348557,0.8104189104420684,0.8492964691253106,95,10,-0.13672030237204547,0.8255218636778482,0.8684585130191056,104,-0.4996913013645644,0.1695033898683022,-0.8319179455064367,-0.1674646572226921,0.003198657046638155,0.1695033898683022,-1.2290055244741644,0.2296229217450355,0.09837994408341837,2,0.3454745809461859,0.0,0.6909491618923718,0.707884325324927,0.0,False,False,False,False
Sellimonas,-0.7322466768455151,0.31682896874961336,0.02374671109538971,30,59,-0.14534056526778505,0.4315750976578395,0.7375768314359683,25,40,0.14820278432228506,0.5712671916321672,0.799841502819374,95,10,0.42749499456108364,0.6086982778470759,0.4824857486309143,104,-0.3865024602379072,0.25988666199511584,-0.8958803177483343,0.12287539727251989,0.13696299525810202,0.25988666199511584,-1.504704515882811,0.7316995954069965,0.2753357342092594,2,0.9764514471139022,0.0334167148752286,2.3650028582047815,0.3065110631649752,15.43350600776215,False,False,False,False
Slackia,-0.3817847803970196,0.24219947671088846,0.11987492548523662,30,59,-0.7710888728511729,0.31742761617280085,0.018584575364855384,25,40,0.4175499596493293,0.24443361716780715,0.10270898767508012,95,10,0.43227943640429667,0.25963357631199574,0.09592080002467984,104,-0.22601367334516212,0.3455455054302926,-0.9032828639885356,0.45125551729821145,0.5130616285573534,0.3485985061010398,-1.7259119871887982,1.273884640498474,0.5832558913028061,2,1.0177486769288953,0.28617808164550235,10.126778295739978,0.0063240898758400175,80.25038228751055,False,False,False,False
Streptococcus,-0.978595564530393,0.3487025005462703,0.006251707103841608,30,59,-2.384675610234308,0.40200705808532977,2.566093028730965e-07,25,40,0.1928178075459699,1.1144644911391,0.8659550314202035,95,10,0.31009667306568345,1.2000750554235498,0.7960999664527388,104,-1.304407263176788,0.6468785379561455,-2.572289197570833,-0.03652532878274295,0.043751482395063414,0.6863210270044017,-4.257408303465136,1.6485937771115602,0.19773226241185235,2,1.1256649006003991,0.8989900604871743,9.383838032956785,0.009169073658870376,78.68675915999572,False,True,True,False
Sutterella,1.8024483193737213,0.36957111152696825,6.1497689708129245e-06,30,59,2.3987278379331602,0.38243853402834677,6.357170303968998e-08,25,40,-2.338147220774421,1.1363755103591169,0.0647836161555744,95,10,-2.001288860685314,1.2382063191954127,0.10603365786012087,104,1.0602138588602454,0.8330181321473322,-0.5725016801485256,2.6929293978690163,0.20311101678809151,1.3418136429398673,-4.713144274678499,6.83357199239899,0.5122543130974304,2,2.5946303695890336,1.6709781216758905,15.65666102046956,0.0003982898663978491,87.2258842585581,False,True,True,False
Turicibacter,-1.384079773055296,0.3748662123174715,0.00042602394124646416,30,59,-1.0129008970581277,0.3509216304051486,0.005783117860486314,25,40,0.03708331883223326,0.327095833419133,0.9114787072945578,95,10,0.07894516829336129,0.37327422563598617,0.8325020033967832,104,-0.7725993069176437,0.43389680663377794,-1.6230370479198484,0.07783843408456104,0.07497682020394937,0.43389680663377794,-2.6395065863869074,1.0943079725516198,0.2169325937234393,2,0.9698404891007186,0.4415767073658516,9.192074415988113,0.01009174810893553,78.2421256672887,False,True,True,False
UCG-002,0.5791187508440419,0.26022119785010495,0.028651913554375196,30,59,0.17011963054330814,0.2937204164886017,0.5646280676014438,25,40,0.3197152638766767,0.9651706868114409,0.7464645439148413,95,10,-0.2031899731814314,1.077275031153431,0.850394762394793,104,0.39615017284127146,0.1909268961181137,0.02193345644976863,0.7703668892327743,0.037997767171749026,0.1909268961181137,-0.42534195791374213,1.2176423035962851,0.1736843345440111,2,0.5464279921309658,0.0,1.0928559842619316,0.5790143647502528,0.0,True,True,False,False
UCG-003,0.901699963306554,0.22904449076532607,0.0001670437711768651,30,59,1.7687941144331283,0.28764306011468066,6.500183950202297e-08,25,40,-1.9861556948769028,0.9275551095645502,0.057089884458833125,95,10,-2.335594709240321,0.9362655826285845,0.012610428007981466,104,0.6085564594123697,0.6221849484350508,-0.6109260395203299,1.8280389583450694,0.32802696517219687,1.003851863525146,-3.7106695013946593,4.9277824202193985,0.6060094063234622,2,2.603156376162554,0.9217153462418479,17.209913860974595,0.00018319545215985845,88.37879133994258,False,True,True,False
UCG-005,0.45388263298150067,0.2239215693735469,0.045806292053552036,30,59,0.8133042180606168,0.23422993471709896,0.0009414647060057386,25,40,0.2292274115220796,0.7783701110394701,0.773542866626969,95,10,-0.0046561949213698856,0.7649897441651446,0.9951436171144841,104,0.6090851168962038,0.15846814359168052,0.29848755545651,0.9196826783358976,0.00012125204428256099,0.15846814359168052,-0.07274827369842052,1.290918507490828,0.06151102653828927,2,0.7393641275103079,0.0,1.4787282550206158,0.47741739561145846,0.0,True,True,True,False
[Eubacterium] ruminantium group,1.2793580466575243,0.35738683539817645,0.0006757201719206652,30,59,1.5366635264967232,0.385883104968524,0.00018044096958215333,25,40,0.4371143602022327,0.6747366843003912,0.5293929585137735,95,10,0.10708185355085575,0.7088764163296792,0.8799295184287181,104,1.2719776034500156,0.244551484755321,0.7926566933295864,1.7512985135704449,1.9793434889536033e-07,0.2445919875524853,0.21958322054551016,2.324371986354521,0.03504430899203574,2,1.0003312689044304,0.00018515678084855393,2.001869697176641,0.3675356902977355,0.09339754626776813,True,True,True,False
[Eubacterium] siraeum group,-0.6124450009994773,0.3299056938169758,0.06753978057094223,30,59,1.992237639486995,0.42952584938038774,2.735061169095644e-05,25,40,0.6816291900294664,0.6387911014084378,0.3044993974845668,95,10,0.5967191988260453,0.6982240354129606,0.3927591932983082,104,0.6723820662608065,0.88598335517681,-1.064145309885741,2.4089094424073543,0.4479061006605616,0.88598335517681,-3.139696635356042,4.484460767877655,0.5271512407382593,2,0.7457498039356932,2.1277551376668242,23.354049007082686,8.486579678454785e-06,91.4361745177744,False,False,False,False
[Eubacterium] ventriosum group,1.053845029369023,0.21031375068399005,2.9029279508216712e-06,30,59,0.683045279879892,0.20582194106183507,0.0015101353594335035,25,40,0.9713354440859796,0.6675281129272315,0.1700108893412911,95,10,1.0052598022727397,0.77707199424357,0.19578606900591622,104,0.8693935863952205,0.1436538228791863,0.5878320935520154,1.1509550792384255,1.4305444865590788e-09,0.1436538228791863,0.2513010732528035,1.4874860995376373,0.026232870535618895,2,0.8061136234646868,0.0,1.6122272469293737,0.44659031608034117,0.0,True,True,True,False
[Eubacterium] xylanophilum group,1.301500638463982,0.30286196427512974,5.850368869324288e-05,30,59,1.9477092451367404,0.35899376523415993,1.2061719072678975e-06,25,40,0.9414334035293838,0.5810397375073126,0.12839817441425563,95,10,0.8611335114926483,0.6346452267707968,0.17482129745847352,104,1.4746641951572004,0.2704094252758902,0.9446617216164557,2.0046666686979453,4.940192875973624e-08,0.27105143228619677,0.30842401014294696,2.640904380171454,0.03216341654507215,2,1.004754043889586,0.06984188913976529,2.9035287695721737,0.23415678074652566,31.118299189620423,True,True,True,False
[Ruminococcus] gnavus group,1.0009969559561909,0.3574732017102722,0.0065253311615421595,30,59,-0.7564528718995516,0.4311070149907579,0.08538122873850093,25,40,-1.0641804955908056,1.2661479422480577,0.4194237832816998,95,10,-0.6419704834581749,1.310742286817095,0.6242922161397885,104,-0.09589696735525012,0.7454709151124459,-1.557019960975644,1.3652260262651439,0.8976429502745477,0.7454709151124459,-3.3033994351728966,3.111605500462396,0.9094121659671727,2,0.7641854142685327,1.2268346977840867,10.931854227575478,0.0042284190036648295,81.70484202986331,False,True,False,False
